Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Date	Host Species	Country	State/Province	Flu Season	Strain Name	Creation Date	
NA	CY062473*	No	6	1350	H5N1	02/12/2010	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N01982/2010(H5N1)	05/14/2010	
NA	CY062475*	No	6	1350	H5N1	02/15/2010	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N02038/2010(H5N1)	05/14/2010	
NA	CY041919	No	6	1350	H5N1	03/03/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N02039/2009(H5N1)	07/09/2009	
NA	JX456105*	No	6	1350	H5N1	03/29/2012	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N02137/2012	09/07/2012	
NA	CY062481*	No	6	1350	H5N1	02/27/2010	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N02770/2010(H5N1)	05/14/2010	
NA	CY041927	No	6	1350	H5N1	03/30/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N03228/2009(H5N1)	07/09/2009	
NA	CY041931	No	6	1350	H5N1	04/15/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N03434/2009(H5N1)	07/09/2009	
NA	CY041933	No	6	1350	H5N1	04/16/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N03438/2009(H5N1)	07/09/2009	
NA	CY041935	No	6	1350	H5N1	04/18/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N03439/2009(H5N1)	07/09/2009	
NA	CY041937	No	6	1350	H5N1	04/19/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N03450/2009(H5N1)	07/09/2009	
NA	CY041942	No	6	1350	H5N1	05/13/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04395/2009(H5N1)	07/09/2009	
NA	CY041944	No	6	1350	H5N1	05/17/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04396/2009(H5N1)	07/09/2009	
NA	CY041946	No	6	1350	H5N1	05/18/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04526/2009(H5N1)	07/09/2009	
NA	CY041950	No	6	1350	H5N1	05/25/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04822/2009(H5N1)	07/09/2009	
NA	CY041952	No	6	1350	H5N1	05/25/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04823/2009(H5N1)	07/09/2009	
NA	CY062445*	No	6	1350	H5N1	05/29/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04830/2009(H5N1)	05/14/2010	
NA	CY041954	No	6	1350	H5N1	05/31/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N04979/2009(H5N1)	07/09/2009	
NA	CY041956	No	6	1350	H5N1	06/06/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N05056/2009(H5N1)	07/09/2009	
NA	CY062456*	No	6	1350	H5N1	08/26/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N09174/2009(H5N1)	05/14/2010	
NA	CY062460	No	6	1350	H5N1	11/22/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N11981/2009(H5N1)	05/14/2010	
NA	CY062461	No	6	1350	H5N1	12/19/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N14604/2009(H5N1)	05/14/2010	
NA	CY062463	No	6	1350	H5N1	12/2009	IRD:Human	Egypt	-N/A-	-N/A-	A/Egypt/N15262/2009(H5N1)	05/14/2010	
NA	GQ485658	Yes	6	1420	H1N1	2009	IRD:Human	Russia	-N/A-	-N/A-	A/Ekaterinburg/01/2009(H1N1)	08/21/2009	
NA	JX978771	No	6	1419	H3N2	03/20/2012	IRD:Human	Russia	-N/A-	11-12	A/Ekaterinburg/RII06/2012	11/19/2012	
NA	KC488810	No	6	1419	H3N2	02/29/2012	IRD:Human	Russia	-N/A-	11-12	A/Ekaterinburg/RII3/2012	02/24/2013	
NA	HM204777	No	6	1410	H2N2	09/02/1957	IRD:Human	El Salvador	-N/A-	-N/A-	A/El Salvador/2-Q226L/1957(H2N2)	07/07/2010	
NA	HM204769	No	6	1410	H2N2	09/02/1957	IRD:Human	El Salvador	-N/A-	-N/A-	A/El Salvador/2/1957(H2N2)	07/07/2010	
NA	AY209898	No	6	1410	H2N2	1957	IRD:Human	El Salvador	-N/A-	-N/A-	A/ElSalvador/2/57(H2N2)	07/27/2006	
NA	CY067715	No	6	1410	H1N1	11/10/2009	IRD:Human	United Kingdom	-N/A-	09-10	A/England/00380004/2009	01/24/2011	
NA	CY067717	No	6	1410	H1N1	11/07/2009	IRD:Human	United Kingdom	-N/A-	09-10	A/England/00380009/2009	01/24/2011	
NA	JX625640	Yes	6	1410	H1N1	08/07/2010	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/03220137/2010	12/06/2012	
NA	JX625648	Yes	6	1410	H1N1	08/17/2010	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/03380426/2010	12/03/2012	
NA	JX625720	Yes	6	1410	H1N1	11/30/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/04860492/2010	12/03/2012	
NA	JX625728	Yes	6	1410	H1N1	11/28/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/04860493/2010	12/03/2012	
NA	JX625736	Yes	6	1410	H1N1	11/28/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/04880374/2010	12/03/2012	
NA	JX625816	Yes	6	1410	H1N1	12/08/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/05020366/2010	12/03/2012	
NA	JX625976	Yes	6	1410	H1N1	12/20/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/05260592/2010	12/03/2012	
NA	AY209904	No	6	1410	H2N2	1961	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/1/61(H2N2)	07/27/2006	
NA	AY209924	No	6	1410	H2N2	1967	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/10/67(H2N2)	07/27/2006	
NA	CY113415	Yes	6	1437	H3N2	1989	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/138/1989	04/06/2012	
NA	JX625744	Yes	6	1410	H1N1	11/30/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/182/2010	12/03/2012	
NA	CY125666	Yes	6	1436	H1N1	2000	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/192/2000	08/16/2012	
NA	CY125667	Yes	6	1460	H1N1	2000	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/192/2000	08/16/2012	
NA	AB745480	No	6	1413	H1N1	1953	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/1953	03/18/2013	
NA	EF584376	No	6	1410	H3N2	1996	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/23/1996	06/18/2008	
NA	CY113559	Yes	6	1436	H3N2	09/15/1991	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/260/1991	04/06/2012	
NA	JX625880	Yes	6	1410	H1N1	12/12/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/282/2010	12/03/2012	
NA	JX625848	Yes	6	1410	H1N1	12/11/2010	IRD:Human	United Kingdom	-N/A-	10-11	A/England/287/2010	12/03/2012	
NA	HM567610	No	6	1424	H1N1	05/28/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/328/2009	01/25/2012	
NA	HM567786	Yes	6	1424	H1N1	06/02/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/393/2009	01/25/2012	
NA	CY088477	Yes	6	1410	H3N2	12/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/4024313/2003	03/19/2012	
NA	CY069918	No	6	1410	H1N1	06/04/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/413/2009	09/20/2012	
NA	CY088016	Yes	6	1410	H3N2	11/03/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/419/2003	03/19/2012	
NA	AY210132	No	6	1410	H3N2	1972	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/42/72(H3N2)	07/27/2006	
NA	U42634	No	6	1410	H3N2	1988	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/427/88	04/03/2012	
NA	CY065712	Yes	6	1410	H1N1	06/05/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/431/2009	01/25/2012	
NA	CY088024	Yes	6	1410	H3N2	11/03/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/442/2003(H3N2)	03/20/2012	
NA	HM567946	No	6	1424	H1N1	06/07/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/451/2009	01/25/2012	
NA	CY088088	Yes	6	1410	H3N2	11/11/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/460/2003	03/19/2012	
NA	CY088112	Yes	6	1410	H3N2	11/03/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/475/2003(H3N2)	03/20/2012	
NA	CY088320	Yes	6	1410	H3N2	12/05/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/485/2003	03/19/2012	
NA	FJ445052	Yes	6	1413	H1N1	04/10/2006	IRD:Human	United Kingdom	-N/A-	05-06	A/England/493/2006(H1N1)	12/02/2008	
NA	FJ445080	Yes	6	1413	H1N1	04/11/2006	IRD:Human	United Kingdom	-N/A-	05-06	A/England/494/2006(H1N1)	12/02/2008	
NA	JX625389	Yes	6	1410	H1N1	06/26/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/506/2009	12/03/2012	
NA	FJ445081	No	6	1413	H1N1	04/10/2006	IRD:Human	United Kingdom	-N/A-	05-06	A/England/514/2006(H1N1)	12/02/2008	
NA	CY088208	Yes	6	1410	H3N2	11/05/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/518/2003(H3N2)	03/20/2012	
NA	CY088392	Yes	6	1410	H3N2	12/12/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/522/2003	03/19/2012	
NA	CY088256	Yes	6	1410	H3N2	11/27/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/525/2003	03/25/2012	
NA	CY107164	Yes	6	1410	H3N2	12/04/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/528/2003	03/19/2012	
NA	CY088376	Yes	6	1410	H3N2	11/26/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/534/2003(H3N2)	03/20/2012	
NA	EU624317	Yes	6	1413	H1N1	07/28/2007	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/545/2007(H1N1)	06/25/2008	
NA	CY088368	Yes	6	1410	H3N2	12/05/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/558/2003	03/25/2012	
NA	CY088352	Yes	6	1410	H3N2	12/04/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/567/2003(H3N2)	03/20/2012	
NA	CY088336	Yes	6	1410	H3N2	11/26/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/568/2003	03/25/2012	
NA	CY088459	Yes	6	1410	H3N2	12/11/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/593/2003	03/25/2012	
NA	FJ445058	Yes	6	1413	H1N1	03/24/2006	IRD:Human	United Kingdom	-N/A-	05-06	A/England/593/2006(H1N1)	12/02/2008	
NA	FJ445066	Yes	6	1413	H1N1	03/31/2006	IRD:Human	United Kingdom	-N/A-	05-06	A/England/594/2006(H1N1)	12/02/2008	
NA	CY088467	Yes	6	1410	H3N2	12/14/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/602/2003(H3N2)	03/20/2012	
NA	CY088072	Yes	6	1410	H3N2	11/17/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/642/2003	03/25/2012	
NA	FJ403586	No	6	1420	H1N1	12/28/2007	IRD:Human	United Kingdom	-N/A-	07-08	A/England/684/2007(H1N1)	11/08/2008	
NA	CY088248	Yes	6	1410	H3N2	11/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/789/2003	03/25/2012	
NA	HM567962	Yes	6	1433	H1N1	11/23/2009	IRD:Human	United Kingdom	-N/A-	09-10	A/England/865/2009	01/25/2012	
NA	AY210120	No	6	1410	H3N2	1969	IRD:Human	United Kingdom	-N/A-	-N/A-	A/England/878/69(H3N2)	07/27/2006	
NA	CY088400	Yes	6	1410	H3N2	12/09/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/909/2003	03/25/2012	
NA	JX625492	Yes	6	1410	H1N1	08/18/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/93520038/2009	12/03/2012	
NA	CY067722	No	6	1410	H1N1	09/10/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/93960032/2009	01/24/2011	
NA	JX625522	Yes	6	1410	H1N1	10/20/2009	IRD:Human	United Kingdom	-N/A-	09-10	A/England/94400003/2009	12/03/2012	
NA	JX625562	Yes	6	1410	H1N1	09/14/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/94560024/2009	12/03/2012	
NA	CY067727	No	6	1410	H1N1	10/27/2009	IRD:Human	United Kingdom	-N/A-	09-10	A/England/94600039/2009	01/23/2011	
NA	JX625600	Yes	6	1410	H1N1	11/13/2009	IRD:Human	United Kingdom	-N/A-	09-10	A/England/94720002/2009	12/03/2012	
NA	CY088344	Yes	6	1410	H3N2	11/28/2003	IRD:Human	United Kingdom	-N/A-	03-04	A/England/957/2003	03/25/2012	
NA	HM568138	Yes	6	1433	H1N1	09/09/2009	IRD:Human	United Kingdom	-N/A-	08-09	A/England/H093780041/2009	01/25/2012	
NA	CY112470	Yes	6	1434	H3N2	01/09/1992	IRD:Human	Netherlands	-N/A-	91-92	A/Enschede/1285/1992	04/06/2012	
NA	GU112240	No	6	1413	H1N1	02/07/2008	IRD:Human	Iran	-N/A-	-N/A-	A/Esfahan/708/2008(H1N1)	01/13/2010	
NA	AJ006954	No	6	1460	H1N1	1983	IRD:Human	Fiji	-N/A-	-N/A-	A/Fiji/15899/83	04/16/2012	
NA	CY114351	Yes	6	1437	H3N2	2003	IRD:Human	Finland	-N/A-	-N/A-	A/Finland/170/2003	04/17/2012	
NA	CY112478	Yes	6	1436	H3N2	01/24/1992	IRD:Human	Finland	-N/A-	91-92	A/Finland/218/1992	04/16/2012	
NA	CY112494	Yes	6	1437	H3N2	1992	IRD:Human	Finland	-N/A-	-N/A-	A/Finland/247/1992	04/06/2012	
NA	HQ247735	No	6	1410	H1N1	01/13/2010	IRD:Human	Finland	-N/A-	09-10	A/Finland/3/2010	02/17/2011	
NA	CY114167	Yes	6	1437	H3N2	1995	IRD:Human	Finland	-N/A-	-N/A-	A/Finland/338/1995	04/16/2012	
NA	CY114183	Yes	6	1447	H3N2	1995	IRD:Human	Finland	-N/A-	-N/A-	A/Finland/381/1995	04/16/2012	
NA	HQ247736	No	6	1410	H1N1	02/02/2010	IRD:Human	Finland	-N/A-	09-10	A/Finland/4/2010	02/17/2011	
NA	HQ247737	No	6	1410	H1N1	01/26/2010	IRD:Human	Finland	-N/A-	09-10	A/Finland/5/2010	02/17/2011	
NA	HQ247612	No	6	1410	H1N1	06/13/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/573/2009	02/08/2011	
NA	HQ247613	No	6	1410	H1N1	06/16/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/574/2009	02/08/2011	
NA	HQ247616	No	6	1410	H1N1	06/19/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/577/2009	02/17/2011	
NA	HQ247619	No	6	1410	H1N1	06/19/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/580/2009	02/17/2011	
NA	HQ247620	No	6	1410	H1N1	06/19/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/581/2009	02/17/2011	
NA	HQ247628	No	6	1410	H1N1	07/04/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/595/2009	02/08/2011	
NA	HQ247629	No	6	1410	H1N1	07/04/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/596/2009	02/08/2011	
NA	HQ247635	No	6	1410	H1N1	07/13/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/602/2009	02/08/2011	
NA	HQ247644	No	6	1410	H1N1	07/09/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/611/2009	02/08/2011	
NA	HQ247647	No	6	1410	H1N1	07/24/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/614/2009	02/08/2011	
NA	HQ247667	No	6	1410	H1N1	09/22/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/634/2009	02/08/2011	
NA	HQ247669	No	6	1410	H1N1	09/30/2009	IRD:Human	Finland	-N/A-	08-09	A/Finland/636/2009	02/08/2011	
NA	HQ247675	No	6	1410	H1N1	11/20/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/646/2009	02/17/2011	
NA	HQ247689	No	6	1410	H1N1	10/26/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/661/2009	02/08/2011	
NA	HQ247704	No	6	1410	H1N1	11/19/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/677/2009	02/17/2011	
NA	HQ247706	No	6	1410	H1N1	10/28/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/679/2009	02/17/2011	
NA	HQ247712	No	6	1410	H1N1	10/22/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/685/2009	02/17/2011	
NA	HQ247715	No	6	1410	H1N1	12/16/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/688/2009	02/17/2011	
NA	HQ247723	No	6	1410	H1N1	11/06/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/697/2009	02/17/2011	
NA	HQ247725	No	6	1410	H1N1	11/05/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/699/2009	02/17/2011	
NA	HQ247731	No	6	1410	H1N1	12/01/2009	IRD:Human	Finland	-N/A-	09-10	A/Finland/705/2009	02/17/2011	
NA	EU100643	No	6	1410	H3N2	01/09/2007	IRD:Human	USA	Florida	06-07	A/Florida/01/2007	03/28/2012	
NA	GQ895035	No	6	1410	H3N2	02/08/2009	IRD:Human	USA	Florida	08-09	A/Florida/01/2009(H3N2)	09/21/2009	
NA	EU100644	No	6	1410	H3N2	01/08/2007	IRD:Human	USA	Florida	06-07	A/Florida/02/2007	03/28/2012	
NA	EU716580	No	6	1440	H1N1	01/04/2008	IRD:Human	USA	Florida	07-08	A/Florida/02/2008	03/28/2012	
NA	KC780539	Yes	6	1410	H1N1	02/02/2010	IRD:Human	USA	Florida	09-10	A/Florida/02/2010	04/08/2013	
NA	GQ476072	No	6	1413	H1N1	02/06/2009	IRD:Human	USA	Florida	08-09	A/Florida/03/2009(H1N1)	08/21/2009	
NA	KC781123	No	6	1410	H1N1	04/01/2010	IRD:Human	USA	Florida	09-10	A/Florida/03/2010	04/09/2013	
NA	EU516170	No	6	1410	H3N2	10/09/2007	IRD:Human	USA	Florida	07-08	A/Florida/04/2007	03/30/2012	
NA	GQ160524	Yes	6	1410	H1N1	04/27/2009	IRD:Human	USA	Florida	08-09	A/Florida/04/2009(H1N1)	05/26/2009	
NA	KC781273	No	6	1410	H1N1	03/18/2010	IRD:Human	USA	Florida	09-10	A/Florida/04/2010	04/09/2013	
NA	KC781141	No	6	1410	H1N1	03/16/2010	IRD:Human	USA	Florida	09-10	A/Florida/05/2010	04/08/2013	
NA	EU516181	No	6	1410	H3N2	11/07/2007	IRD:Human	USA	Florida	07-08	A/Florida/07/2007	03/30/2012	
NA	EU779511	No	6	1410	H3N2	02/06/2008	IRD:Human	USA	Florida	07-08	A/Florida/07/2008(H3N2)	12/02/2008	
NA	GQ476126	No	6	1413	H1N1	03/25/2009	IRD:Human	USA	Florida	08-09	A/Florida/07/2009(H1N1)	08/21/2009	
NA	EU779640	No	6	1413	H1N1	02/06/2008	IRD:Human	USA	Florida	07-08	A/Florida/09/2008	03/28/2012	
NA	GQ323559	No	6	1410	H1N1	05/01/2009	IRD:Human	USA	Florida	08-09	A/Florida/09/2009(H1N1)	07/09/2009	
NA	EU516271	No	6	1413	H1N1	12/10/2007	IRD:Human	USA	Florida	07-08	A/Florida/10/2007(H1N1)	06/25/2008	
NA	GQ323562	No	6	1410	H1N1	04/30/2009	IRD:Human	USA	Florida	08-09	A/Florida/10/2009(H1N1)	07/09/2009	
NA	EU516228	No	6	1410	H3N2	11/14/2007	IRD:Human	USA	Florida	07-08	A/Florida/11/2007	04/16/2012	
NA	KC535303	No	6	1410	H3N2	07/28/2010	IRD:Human	USA	Florida	-N/A-	A/Florida/11/2010	03/18/2013	
NA	EU566992	No	6	1413	H1N1	12/16/2007	IRD:Human	USA	Florida	07-08	A/Florida/13/2007(H1N1)	06/25/2008	
NA	EU716530	No	6	1427	H1N1	12/16/2007	IRD:Human	USA	Florida	07-08	A/Florida/15/2007	04/03/2012	
NA	GQ894829	No	6	1410	H1N1	2009	IRD:Human	USA	Florida	-N/A-	A/Florida/16/2009(H1N1)	09/16/2009	
NA	CY125046	Yes	6	1429	H1N1	1993	IRD:Human	USA	Florida	-N/A-	A/Florida/2/1993	07/27/2012	
NA	FJ687014	No	6	1413	H1N1	11/03/2008	IRD:Human	USA	Florida	08-09	A/Florida/21/2008(H1N1)	02/20/2009	
NA	KC781063	No	6	1410	H1N1	09/23/2009	IRD:Human	USA	Florida	08-09	A/Florida/23/2009	04/08/2013	
NA	FJ686992	No	6	1413	H1N1	2008	IRD:Human	USA	Florida	-N/A-	A/Florida/24/2008(H1N1)	02/20/2009	
NA	KC535395	No	6	1410	H3N2	11/01/2009	IRD:Human	USA	Florida	09-10	A/Florida/26/2009	03/18/2013	
NA	EU100633	No	6	1413	H1N1	10/31/2006	IRD:Human	USA	Florida	06-07	A/Florida/3/2006	04/12/2012	
NA	EU100538	No	6	1418	N2	10/02/2001	IRD:Human	USA	Florida	01-02	A/Florida/6/2001(N2)	06/18/2008	
NA	CY025757	Yes	6	1435	H3N2	02/02/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0150/2007(H3N2)	10/16/2007	
NA	CY028341	Yes	6	1422	H1N1	02/07/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0209/2007(H1N1)	01/17/2008	
NA	CY025773	Yes	6	1428	H1N1	02/14/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0280/2007(H1N1)	10/16/2007	
NA	CY025535	Yes	6	1425	H1N1	02/20/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0355/2007(H1N1)	10/16/2007	
NA	CY026725	Yes	6	1426	H1N1	02/26/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0412/2007(H1N1)	01/18/2008	
NA	CY025343	Yes	6	1432	H3N2	03/14/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0597/2007(H3N2)	10/16/2007	
NA	CY037681	Yes	6	1423	H1N1	02/14/2008	IRD:Human	USA	Florida	07-08	A/Florida/UR07-0022/2008(H1N1)	03/19/2009	
NA	CY041468	Yes	6	1424	H3N2	02/26/2008	IRD:Human	USA	Florida	07-08	A/Florida/UR07-0095/2008(H3N2)	06/07/2009	
NA	CY037729	Yes	6	1419	H3N2	02/26/2008	IRD:Human	USA	Florida	07-08	A/Florida/UR07-0102/2008(H3N2)	05/06/2009	
NA	CY041476	Yes	6	1412	H3N2	03/12/2008	IRD:Human	USA	Florida	07-08	A/Florida/UR07-0154/2008(H3N2)	06/07/2009	
NA	CY093257	Yes	6	1437	H3N2	05/01/2009	IRD:Human	USA	Florida	08-09	A/Florida/WRAIR1241P/2009(H3N2)	07/27/2011	
NA	CY087786	Yes	6	1417	H1N1	06/01/1947	IRD:Human	USA	New Jersey	-N/A-	A/Fort Monmouth/1-MA/1947	04/06/2011	
NA	AF250357	No	6	1395	H1N1	1947	IRD:Human	USA	New Jersey	-N/A-	A/Fort Monmouth/1/47-MA(H1N1)	07/27/2006	
NA	CY009334	Yes	6	1435	H1N1	1950	IRD:Human	USA	Unknown	-N/A-	A/Fort Warren/1/1950	04/06/2012	
NA	CY009614	Yes	6	1432	H1N1	1947	IRD:Human	USA	New Jersey	-N/A-	A/FortMonmouth/1/47(H1N1)	07/27/2006	
NA	CY069148	Yes	6	1420	H1N1	11/23/2009	IRD:Human	Germany	-N/A-	09-10	A/Frankfurt/INS301/2009(H1N1)	08/20/2010	
NA	CY072224	Yes	6	1420	H1N1	11/25/2009	IRD:Human	Germany	-N/A-	09-10	A/Frankfurt/INS302/2009(H1N1)	09/02/2010	
NA	CY071201	Yes	6	1420	H1N1	12/23/2009	IRD:Human	Germany	-N/A-	09-10	A/Frankfurt/INS401/2009(H1N1)	09/02/2010	
NA	CY071209	Yes	6	1420	H1N1	01/08/2010	IRD:Human	Germany	-N/A-	09-10	A/Frankfurt/INS402/2010(H1N1)	09/02/2010	
NA	CY071604*	No	6	1410	H1N1	10/15/2009	IRD:Human	USA	Colorado	09-10	A/Ft Carson/WR1446P/2009(H1N1)	09/02/2010	
NA	CY071612*	Yes	6	1410	H1N1	10/13/2009	IRD:Human	USA	Colorado	09-10	A/Ft Carson/WR1448P/2009(H1N1)	09/02/2010	
NA	CY083441	Yes	6	1410	H1N1	09/30/2009	IRD:Human	USA	Georgia	08-09	A/Ft.Benning/WRAIR1669P/2009	03/16/2011	
NA	CY098598	No	6	1355	H5N1	12/06/2005	IRD:Human	China	-N/A-	-N/A-	A/Fujian/1/2005	12/14/2011	
NA	CY098676	No	6	1355	H5N1	02/18/2007	IRD:Human	China	-N/A-	-N/A-	A/Fujian/1/2007	12/14/2011	
NA	CY121450	Yes	6	1434	H3N2	2003	IRD:Human	China	-N/A-	-N/A-	A/Fujian/445/2003	07/09/2012	
NA	JF733890	No	6	1410	H3N2	2004	IRD:Human	Japan	-N/A-	-N/A-	A/Fukui/45/2004	04/26/2011	
NA	AB271796	No	6	1449	H3N2	01/20/2006	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F16/2006(H3N2)	02/23/2009	
NA	AB271797	No	6	1449	H3N2	01/20/2006	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F17/2006(H3N2)	02/23/2009	
NA	AB271798	No	6	1448	H3N2	01/21/2006	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F19/2006(H3N2)	02/23/2009	
NA	AB271801	No	6	1449	H3N2	02/06/2006	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F44/2006(H3N2)	02/23/2009	
NA	AB271507	No	6	1447	H3N2	12/15/2005	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F483/2005	12/06/2010	
NA	AB271510	No	6	1447	H3N2	12/20/2005	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F489/2005	12/06/2010	
NA	AB271802	No	6	1449	H3N2	02/07/2006	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F49/2006(H3N2)	02/23/2009	
NA	AB271803	No	6	1448	H3N2	02/10/2006	IRD:Human	Japan	-N/A-	05-06	A/Fukuoka/F52/2006(H3N2)	02/23/2009	
NA	CY066030	No	6	1410	H1N1	10/16/2009	IRD:Human	Japan	-N/A-	09-10	A/Fukushima/09FY002/2009	07/11/2012	
NA	CY066034	No	6	1410	H1N1	10/30/2009	IRD:Human	Japan	-N/A-	09-10	A/Fukushima/09FY007/2009	07/11/2012	
NA	CY066042	No	6	1410	H1N1	12/02/2009	IRD:Human	Japan	-N/A-	09-10	A/Fukushima/09FY031/2009	07/11/2012	
NA	CY066048	No	6	1410	H1N1	12/23/2009	IRD:Human	Japan	-N/A-	09-10	A/Fukushima/09FY071/2009	07/11/2012	
NA	CY066054	No	6	1410	H1N1	01/14/2010	IRD:Human	Japan	-N/A-	09-10	A/Fukushima/09FY088/2010	07/11/2012	
