Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Date,Host Species,Country,State/Province,Flu Season,Strain Name
HA,CY056963,Yes,4,1721,H1N1,12/07/2009,IRD:Human,Denmark,-N/A-,10-Sep,A/Copenhagen/INS95/2009(H1N1)
HA,CY049931,Yes,4,1698,H1N1,05/27/2009,IRD:Human,USA,North Carolina,09-Aug,A/Craven/WR1001/2009(H1N1)
HA,CY100972,Yes,4,1730,H1N1,08/20/2008,IRD:Human,Peru,-N/A-,-N/A-,A/Cusco/WRAIR1730P/2008
HA,JF682629,No,4,1743,H1N1,01/25/2011,IRD:Human,Czech Republic,-N/A-,11-Oct,A/Czech Republic/1/2011(H1N1)
HA,JQ693484,No,4,1746,H1N1,10/25/2011,IRD:Human,Czech Republic,-N/A-,12-Nov,A/Czech Republic/111/2011(H1N1)
HA,CY060481,No,4,1701,H1N1,12/01/2009,IRD:Human,South Korea,-N/A-,10-Sep,A/Daegu/1853/2009(H1N1)
HA,CY060496,No,4,1701,H1N1,12/16/2009,IRD:Human,South Korea,-N/A-,10-Sep,A/Daegu/1873/2009(H1N1)
HA,CY060475,No,4,1701,H1N1,12/01/2009,IRD:Human,South Korea,-N/A-,10-Sep,A/Daejeon/1840/2009(H1N1)
HA,CY060478,No,4,1701,H1N1,12/05/2009,IRD:Human,South Korea,-N/A-,10-Sep,A/Daejeon/1841/2009(H1N1)
HA,CY060493,No,4,1701,H1N1,12/15/2009,IRD:Human,South Korea,-N/A-,10-Sep,A/Daejeon/1871/2009(H1N1)
HA,CY083016,Yes,4,1701,H1N1,01/25/2010,IRD:Human,Senegal,-N/A-,-N/A-,A/Dakar/WRAIR0018N/2010
HA,CY083024,Yes,4,1701,H1N1,01/25/2010,IRD:Human,Senegal,-N/A-,-N/A-,A/Dakar/WRAIR0018T/2010
HA,CY097789,Yes,4,1701,H1N1,02/16/2010,IRD:Human,Senegal,-N/A-,-N/A-,A/Dakar/WRAIR0020T/2010
HA,CY083040,Yes,4,1701,H1N1,02/16/2010,IRD:Human,Senegal,-N/A-,-N/A-,A/Dakar/WRAIR0020T/2010
HA,CY104556,Yes,4,1745,H1N1,08/19/2008,IRD:Human,Viet Nam,-N/A-,-N/A-,A/DaNang/DN302/2008
HA,CY104886,Yes,4,1744,H1N1,09/05/2008,IRD:Human,Viet Nam,-N/A-,-N/A-,A/DaNang/DN329/2008(H1N1)
HA,CY104894,Yes,4,1745,H1N1,09/17/2008,IRD:Human,Viet Nam,-N/A-,-N/A-,A/DaNang/DN345/2008
HA,CY104902,Yes,4,1744,H1N1,09/30/2008,IRD:Human,Viet Nam,-N/A-,-N/A-,A/DaNang/DN364/2008(H1N1)
HA,CY104918,Yes,4,1745,H1N1,11/10/2008,IRD:Human,Viet Nam,-N/A-,-N/A-,A/DaNang/DN431/2008(H1N1)
HA,CY104934,Yes,4,1744,H1N1,12/03/2008,IRD:Human,Viet Nam,-N/A-,-N/A-,A/DaNang/DN467/2008(H1N1)
HA,CY129750,Yes,4,1752,H1N1,07/13/2011,IRD:Human,Australia,-N/A-,-N/A-,A/Darlinghurst/INS575/2011
HA,FJ687024,No,4,1698,H1N1,10/30/2008,IRD:Human,USA,Delaware,09-Aug,A/Delaware/01/2008(H1N1)
HA,GQ476151,No,4,1698,H1N1,01/12/2009,IRD:Human,USA,Delaware,09-Aug,A/Delaware/01/2009(H1N1)
HA,GQ221823,No,4,1701,H1N1,04/28/2009,IRD:Human,USA,Delaware,09-Aug,A/Delaware/05/2009(H1N1)
HA,GQ338394,No,4,1701,H1N1,04/28/2009,IRD:Human,USA,Delaware,09-Aug,A/Delaware/06/2009(H1N1)
HA,GQ338355,No,4,1701,H1N1,04/28/2009,IRD:Human,USA,Delaware,09-Aug,A/Delaware/07/2009(H1N1)
HA,GQ232057,No,4,1701,H1N1,04/28/2009,IRD:Human,USA,Delaware,09-Aug,A/Delaware/08/2009(H1N1)
HA,CY075884*,No,4,1769,H1N1,09/30/2009,IRD:Human,India,-N/A-,-N/A-,A/Delhi/NIV0951830/2009
HA,CY075885*,No,4,1770,H1N1,09/30/2009,IRD:Human,India,-N/A-,-N/A-,A/Delhi/NIV0951831/2009
HA,HM204566*,No,4,1769,H1N1,06/2009,IRD:Human,India,-N/A-,-N/A-,A/Delhi/NIV57/2009
HA,FJ264945,No,4,1698,H1N1,2008,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/01/2008(H1N1)
HA,FJ264944,No,4,1698,H1N1,2008,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/02/2008(H1N1)
HA,FJ264941,No,4,1698,H1N1,2008,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/05/2008(H1N1)
HA,EU097936,No,4,1698,H1N1,2001,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/11/2001(H1N1)
HA,EU097954,No,4,1698,H1N1,2005,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/110/2005(H1N1)
HA,EU097944,No,4,1698,H1N1,2005,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/116/2005(H1N1)
HA,FJ264950,No,4,1698,H1N1,02/13/2008,IRD:Human,Denmark,-N/A-,08-Jul,A/Denmark/122/2008(H1N1)
HA,EU097937,No,4,1701,H1N1,2001,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/14/2001(H1N1)
HA,EU097938,No,4,1698,H1N1,2001,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/16/2001(H1N1)
HA,EU097948,No,4,1698,H1N1,2004,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/16/2004(H1N1)
HA,EU097939,No,4,1701,H1N1,2001,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/17/2001(H1N1)
HA,EU097940,No,4,1698,H1N1,2001,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/20/2001(H1N1)
HA,EU097951,No,4,1698,H1N1,2005,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/22/2005(H1N1)
HA,EU097947,No,4,1698,H1N1,2005,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/226/2005(H1N1)
HA,EU097950,No,4,1698,H1N1,2005,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/3/2005(H1N1)
HA,EU097949,No,4,1698,H1N1,2005,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/33/2005(H1N1)
HA,EU097956,No,4,1698,H1N1,2006,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/47/2006(H1N1)
HA,EU097957,No,4,1698,H1N1,2006,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/48/2006(H1N1)
HA,EU097958,No,4,1698,H1N1,2006,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/49/2006(H1N1)
HA,FJ264949,No,4,1698,H1N1,2008,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/52/2008(H1N1)
HA,CY043334,No,4,1733,H1N1,06/04/2009,IRD:Human,Denmark,-N/A-,09-Aug,A/Denmark/523/2009(H1N1)
HA,FJ264947,No,4,1698,H1N1,2008,IRD:Human,Denmark,-N/A-,-N/A-,A/Denmark/94/2008(H1N1)
HA,CY008988,No,4,1746,H1N1,1957,IRD:Human,USA,Colorado,-N/A-,A/Denver/1/1957(H1N1)
HA,HM204572,No,4,1744,H1N1,08/2009,IRD:Human,India,-N/A-,-N/A-,A/Dhule/NIV9433/2009
HA,CY062683,Yes,4,1734,H1N1,11/04/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS114/2009(H1N1)
HA,CY056036,Yes,4,1736,H1N1,10/26/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS17/2009(H1N1)
HA,CY056044,Yes,4,1734,H1N1,10/28/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS18/2009(H1N1)
HA,CY056052,Yes,4,1734,H1N1,10/27/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS19/2009(H1N1)
HA,CY066863,Yes,4,1734,H1N1,11/12/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS227/2009(H1N1)
HA,CY066887,Yes,4,1734,H1N1,11/23/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS230/2009(H1N1)
HA,CY056100,Yes,4,1734,H1N1,10/23/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS28/2009(H1N1)
HA,CY056108,Yes,4,1734,H1N1,10/26/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS29/2009(H1N1)
HA,CY056116,Yes,4,1734,H1N1,10/27/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS31/2009(H1N1)
HA,CY056180,Yes,4,1720,H1N1,10/26/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS43/2009(H1N1)
HA,CY056867,Yes,4,1721,H1N1,11/03/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS44/2009(H1N1)
HA,CY056188,Yes,4,1719,H1N1,11/03/2009,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS46/2009(H1N1)
HA,CY096586,Yes,4,1734,H1N1,01/04/2010,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS525/2010(H1N1)
HA,CY096594,Yes,4,1734,H1N1,02/23/2010,IRD:Human,USA,District of Columbia,10-Sep,A/District of Columbia/INS527/2010(H1N1)
HA,CY129878,Yes,4,1752,H1N1,01/13/2011,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/INS601/2011
HA,CY097797,Yes,4,1701,H1N1,12/26/2010,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0303/2010
HA,CY097805,Yes,4,1701,H1N1,12/24/2010,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0304/2010
HA,CY097813,Yes,4,1701,H1N1,12/28/2010,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0306/2010
HA,CY097821,Yes,4,1701,H1N1,12/24/2010,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0307/2010
HA,CY097829,Yes,4,1701,H1N1,12/29/2010,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0308/2010
HA,CY097845,Yes,4,1701,H1N1,08/27/2010,IRD:Human,USA,District of Columbia,-N/A-,A/District of Columbia/WRAIR0310/2010(H1N1)
HA,CY097852,Yes,4,1701,H1N1,01/01/2011,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0313/2011(H1N1)
HA,CY097868,Yes,4,1701,H1N1,01/01/2011,IRD:Human,USA,District of Columbia,11-Oct,A/District of Columbia/WRAIR0313/2011(H1N1)
HA,CY062404,No,4,1701,H1N1,09/2009,IRD:Human,Djibouti,-N/A-,-N/A-,A/Djibouti/N11092/2009(H1N1)
HA,CY062432,No,4,1701,H1N1,12/08/2009,IRD:Human,Djibouti,-N/A-,-N/A-,A/Djibouti/N13142/2009(H1N1)
HA,CY064393,No,4,1701,H1N1,11/20/2009,IRD:Human,China,-N/A-,-N/A-,A/Dongcheng/SWL45/2009(H1N1)
HA,CY054554,No,4,1698,H1N1,02/27/2007,IRD:Human,Mongolia,-N/A-,07-Jun,A/Dornogobi/1726/2007(H1N1)
HA,CY011584,Yes,4,1736,H1N1,02/11/2000,IRD:Human,New Zealand,-N/A-,-N/A-,A/Dunedin/2/2000
HA,CY071948,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00126/2010(H1N1)
HA,CY071949,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00128/2010(H1N1)
HA,CY071950,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00145/2010(H1N1)
HA,CY071951,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00164/2010(H1N1)
HA,CY071954,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00238/2010(H1N1)
HA,CY071957,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00275/2010(H1N1)
HA,CY071958,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00277/2010(H1N1)
HA,CY071959,No,4,1701,H1N1,01/2010,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N00278/2010(H1N1)
HA,CY062357,No,4,1701,H1N1,10/07/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N10296/2009(H1N1)
HA,CY062354,No,4,1701,H1N1,10/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N10305/2009(H1N1)
HA,CY062359,No,4,1701,H1N1,10/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N11635/2009(H1N1)
HA,CY062361,No,4,1701,H1N1,10/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N11643/2009(H1N1)
HA,CY062362,No,4,1701,H1N1,10/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N11649/2009(H1N1)
HA,CY071944,No,4,1701,H1N1,12/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N14315/2009(H1N1)
HA,CY071945,No,4,1701,H1N1,12/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N14325/2009(H1N1)
HA,CY071946,No,4,1701,H1N1,12/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N14328/2009(H1N1)
HA,CY062365,No,4,1701,H1N1,11/01/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N14644/2009(H1N1)
HA,CY062367,No,4,1701,H1N1,11/2009,IRD:Human,Egypt,-N/A-,-N/A-,A/Egypt/N14648/2009(H1N1)
HA,GQ485656,Yes,4,1738,H1N1,2009,IRD:Human,Russia,-N/A-,-N/A-,A/Ekaterinburg/01/2009(H1N1)
HA,CY057039,No,4,1701,H1N1,11/17/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/00380015/2009
HA,JX625638,Yes,4,1701,H1N1,08/07/2010,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/03220137/2010
HA,JX625646,Yes,4,1701,H1N1,08/17/2010,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/03380426/2010
HA,JX625662,Yes,4,1701,H1N1,11/14/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/04640543/2010
HA,JX625734,Yes,4,1701,H1N1,11/28/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/04880374/2010
HA,JX625782,Yes,4,1701,H1N1,12/06/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/04960232/2010
HA,JX625814,Yes,4,1701,H1N1,12/08/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05020366/2010
HA,JX625838,Yes,4,1701,H1N1,12/06/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05040499/2010
HA,JX625854,Yes,4,1701,H1N1,12/11/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05060351/2010
HA,JX625862,Yes,4,1701,H1N1,12/13/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05060444/2010
HA,JX625910,Yes,4,1701,H1N1,12/16/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05120538/2010
HA,JX625934,Yes,4,1701,H1N1,12/20/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05140214/2010
HA,JX625974,Yes,4,1701,H1N1,12/20/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/05260592/2010
HA,CY070505,No,4,1701,H1N1,10/18/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1002/2009
HA,CY070405,No,4,1701,H1N1,09/24/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/1009/2009
HA,CY070420,No,4,1701,H1N1,09/26/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/1011/2009
HA,CY070429,No,4,1701,H1N1,10/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1018/2009
HA,CY070434,No,4,1701,H1N1,09/28/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/1023/2009
HA,CY070644,No,4,1701,H1N1,12/02/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1048/2009
HA,CY070654,No,4,1701,H1N1,12/14/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1051/2009
HA,CY070659,No,4,1701,H1N1,12/19/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1053/2009
HA,CY070656,No,4,1701,H1N1,12/10/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1054/2009
HA,CY070665,No,4,1701,H1N1,12/18/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1056/2009
HA,CY070483,No,4,1701,H1N1,10/13/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1073/2009
HA,CY070487,No,4,1701,H1N1,10/06/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1080/2009
HA,CY070490,No,4,1701,H1N1,10/16/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/1081/2009
HA,JX625678,Yes,4,1701,H1N1,11/19/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/118/2010
HA,JX625742,Yes,4,1701,H1N1,11/30/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/182/2010
HA,JX625766,Yes,4,1701,H1N1,12/03/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/183/2010
HA,CY125663,Yes,4,1746,H1N1,2000,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/192/2000
HA,CY125662,Yes,4,1753,H1N1,2000,IRD:Human,United Kingdom,-N/A-,-N/A-,A/England/192/2000
HA,CY065222,Yes,4,1701,H1N1,04/27/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/207/2009
HA,CY065254,Yes,4,1701,H1N1,04/28/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/211/2009
HA,HM567552,No,4,1724,H1N1,04/29/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/213/2009
HA,HM567568,Yes,4,1740,H1N1,05/02/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/221/2009
HA,FJ445028,Yes,4,1698,H1N1,01/09/2008,IRD:Human,United Kingdom,-N/A-,08-Jul,A/England/26/2008(H1N1)
HA,CY070681,No,4,1701,H1N1,05/23/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/278/2009
HA,JX625822,Yes,4,1701,H1N1,12/06/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/280/2010
HA,JX625846,Yes,4,1701,H1N1,12/11/2010,IRD:Human,United Kingdom,-N/A-,11-Oct,A/England/287/2010
HA,HM567600,No,4,1744,H1N1,05/26/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/313/2009
HA,CY070705,No,4,1701,H1N1,06/01/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/352/2009
HA,HM567728,No,4,1744,H1N1,05/31/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/365/2009
HA,CY065582,Yes,4,1701,H1N1,06/01/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/386/2009
HA,CY065590,Yes,4,1701,H1N1,06/02/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/388/2009
HA,HM567800,No,4,1744,H1N1,06/03/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/401/2009
HA,CY070723,No,4,1701,H1N1,05/31/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/405/2009
HA,CY065686,Yes,4,1701,H1N1,06/04/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/423/2009
HA,HM567880,No,4,1744,H1N1,06/04/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/424/2009
HA,CY065726,Yes,4,1701,H1N1,06/06/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/434/2009
HA,FJ445085,Yes,4,1698,H1N1,04/11/2006,IRD:Human,United Kingdom,-N/A-,06-May,A/England/494/2006(H1N1)
HA,CY070168,No,4,1701,H1N1,06/24/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/507/2009
HA,CY070170,No,4,1701,H1N1,06/29/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/510/2009
HA,CY070177,No,4,1701,H1N1,06/27/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/518/2009
HA,CY070192,No,4,1701,H1N1,06/29/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/540/2009
HA,FJ445073,Yes,4,1698,H1N1,03/24/2006,IRD:Human,United Kingdom,-N/A-,06-May,A/England/593/2006(H1N1)
HA,CY070351,No,4,1701,H1N1,07/29/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/622/2009
HA,CY070230,No,4,1701,H1N1,07/09/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/635/2009
HA,CY070350,No,4,1701,H1N1,08/03/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/645/2009
HA,FJ445090,Yes,4,1698,H1N1,12/31/2007,IRD:Human,United Kingdom,-N/A-,08-Jul,A/England/654/2007(H1N1)
HA,CY070349,No,4,1701,H1N1,08/03/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/660/2009
HA,CY070355,No,4,1701,H1N1,08/01/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/662/2009
HA,CY070277,Yes,4,1701,H1N1,07/05/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/671/2009
HA,CY070326,No,4,1701,H1N1,07/27/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/673/2009
HA,CY070269,Yes,4,1701,H1N1,07/11/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/687/2009
HA,CY070278,Yes,4,1701,H1N1,07/13/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/688/2009
HA,CY070315,No,4,1701,H1N1,07/17/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/690/2009
HA,CY070394,No,4,1701,H1N1,09/18/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/706/2009
HA,CY070396,No,4,1701,H1N1,09/22/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/708/2009
HA,CY070401,No,4,1701,H1N1,09/24/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/712/2009
HA,CY070403,No,4,1701,H1N1,09/24/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/714/2009
HA,CY070407,No,4,1701,H1N1,09/26/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/715/2009
HA,CY070412,No,4,1701,H1N1,09/28/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/718/2009
HA,CY070419,No,4,1701,H1N1,09/22/2009,IRD:Human,United Kingdom,-N/A-,09-Aug,A/England/723/2009
HA,CY070451,No,4,1701,H1N1,10/05/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/733/2009
HA,CY070462,No,4,1701,H1N1,10/08/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/736/2009
HA,CY070461,No,4,1701,H1N1,10/08/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/740/2009
HA,CY070493,No,4,1701,H1N1,10/15/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/743/2009
HA,CY070474,No,4,1701,H1N1,10/07/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/746/2009
HA,CY070473,No,4,1701,H1N1,10/12/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/747/2009
HA,CY070503,No,4,1701,H1N1,10/15/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/748/2009
HA,CY070491,No,4,1701,H1N1,10/12/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/749/2009
HA,CY070489,No,4,1701,H1N1,10/13/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/750/2009
HA,CY070475,No,4,1701,H1N1,10/09/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/756/2009
HA,CY070510,No,4,1701,H1N1,10/07/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/758/2009
HA,CY070509,No,4,1701,H1N1,10/18/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/761/2009
HA,CY070499,No,4,1701,H1N1,10/15/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/764/2009
HA,CY070525,No,4,1701,H1N1,10/22/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/765/2009
HA,CY070539,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/795/2009
HA,CY070513,No,4,1701,H1N1,10/14/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/796/2009
HA,HM568112,Yes,4,1752,H1N1,10/22/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/798/2009
HA,CY070538,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/809/2009
HA,CY070549,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/810/2009
HA,CY070548,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/812/2009
HA,CY070547,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/813/2009
HA,CY070540,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/821/2009
HA,CY070552,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/832/2009
HA,CY070545,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/836/2009
HA,CY070553,No,4,1701,H1N1,11/03/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/837/2009
HA,CY070600,No,4,1701,H1N1,11/21/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/851/2009
HA,CY070601,No,4,1701,H1N1,11/18/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/852/2009
HA,CY070620,No,4,1701,H1N1,11/23/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/860/2009
HA,CY070618,No,4,1701,H1N1,11/24/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/863/2009
HA,CY070619,No,4,1701,H1N1,11/24/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/864/2009
HA,HM567968,Yes,4,1752,H1N1,11/20/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/876/2009
HA,CY070599,No,4,1701,H1N1,11/23/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/879/2009
HA,CY070610,No,4,1701,H1N1,11/23/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/880/2009
HA,CY070611,No,4,1701,H1N1,11/06/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/881/2009
HA,CY070607,No,4,1701,H1N1,11/22/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/885/2009
HA,CY070608,No,4,1701,H1N1,11/14/2009,IRD:Human,United Kingdom,-N/A-,10-Sep,A/England/886/2009
