Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Date	Host Species	Country	State/Province	Flu Season	Strain Name	
PB1	CY025761	Yes	2	2298	H3N2	02/02/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0150/2007(H3N2)	
PB1	CY028345	Yes	2	2295	H1N1	02/07/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0209/2007(H1N1)	
PB1	CY025777	Yes	2	2295	H1N1	02/14/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0280/2007(H1N1)	
PB1	CY027633	Yes	2	2295	H1N1	03/13/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0578/2007(H1N1)	
PB1	CY025347	Yes	2	2285	H3N2	03/14/2007	IRD:Human	USA	Florida	06-07	A/Florida/UR06-0597/2007(H3N2)	
PB1	CY037685	Yes	2	2302	H1N1	02/14/2008	IRD:Human	USA	Florida	07-08	A/Florida/UR07-0022/2008(H1N1)	
PB1	CY038813	Yes	2	2287	H1N1	02/15/2008	IRD:Human	USA	Florida	07-08	A/Florida/UR07-0026/2008	
PB1	CY069331	Yes	2	2306	H3N2	05/2009	IRD:Human	USA	Florida	08-09	A/Florida/WRAIR1039P/2009(H3N2)	
PB1	CY093253	Yes	2	2317	H3N2	05/01/2009	IRD:Human	USA	Florida	08-09	A/Florida/WRAIR1241P/2009(H3N2)	
PB1	CY087790	Yes	2	2301	H1N1	06/01/1947	IRD:Human	USA	New Jersey	-N/A-	A/Fort Monmouth/1-MA/1947	
PB1	CY045786	Yes	2	2300	H1N1	1947	IRD:Human	USA	New Jersey	-N/A-	A/Fort Monmouth/1/1947(H1N1)	
PB1	CY009618	Yes	2	2301	H1N1	1947	IRD:Human	USA	New Jersey	-N/A-	A/FortMonmouth/1/47(H1N1)	
PB1	CY072236	Yes	2	2303	H1N1	11/26/2009	IRD:Human	Germany	-N/A-	09-10	A/Frankfurt/INS303/2009(H1N1)	
PB1	CY073503	Yes	2	2303	H1N1	12/01/2009	IRD:Human	Germany	-N/A-	09-10	A/Frankfurt/INS304/2009(H1N1)	
PB1	CY098595	No	2	2293	H5N1	12/06/2005	IRD:Human	China	-N/A-	-N/A-	A/Fujian/1/2005	
PB1	CY098673	No	2	2297	H5N1	02/18/2007	IRD:Human	China	-N/A-	-N/A-	A/Fujian/1/2007	
PB1	CY125130	Yes	2	2316	H1N1	2000	IRD:Human	China	-N/A-	-N/A-	A/Fujian/156/2000	
PB1	CY121454	Yes	2	2274	H3N2	2003	IRD:Human	China	-N/A-	-N/A-	A/Fujian/445/2003	
PB1	CY064956	No	2	2304	H3N2	2004	IRD:Human	Japan	-N/A-	-N/A-	A/Fukui/20/2004	
PB1	GQ300859	Yes	2	2274	H1N1	06/07/2009	IRD:Human	Japan	-N/A-	08-09	A/Fukuoka-C/1/2009(H1N1)	
PB1	AF037421	No	2	2274	H3N2	1996	IRD:Human	Japan	-N/A-	-N/A-	A/Fukushima/114/96(H3N2)	
PB1	CY056354	No	2	2274	H1N1	2006	IRD:Human	Japan	-N/A-	-N/A-	A/Fukushima/141/2006(H1N1)	
PB1	CY112426	Yes	2	2314	H3N2	1989	IRD:Human	Switzerland	-N/A-	-N/A-	A/Geneva/5007/1989	
PB1	CY113571	Yes	2	2312	H3N2	1991	IRD:Human	Switzerland	-N/A-	-N/A-	A/Geneva/5366/1991	
PB1	CY037349	Yes	2	2305	H3N2	12/02/2002	IRD:Human	Italy	-N/A-	02-03	A/Genoa/1/2002(H3N2)	
PB1	KC781249	Yes	2	2274	H1N1	02/05/2010	IRD:Human	USA	Georgia	09-10	A/Georgia/06/2010	
PB1	AY210022	No	2	2274	H2N2	1967	IRD:Human	USA	Georgia	-N/A-	A/Georgia/1/67(H2N2)	
PB1	KC780318	Yes	2	2274	H1N1	12/28/2009	IRD:Human	USA	Georgia	09-10	A/Georgia/25/2009	
PB1	CY092910	Yes	2	2303	H1N1	01/27/2011	IRD:Human	USA	Georgia	10-11	A/Georgia/NHRC0001/2011	
PB1	CY083318	Yes	2	2277	H1N1	07/13/2009	IRD:Human	USA	Unknown	08-09	A/Great Lakes/WRAIR1652P/2009	
PB1	CY065942	Yes	2	2303	H1N1	07/23/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/NHRC0002/2009(H1N1)	
PB1	CY068928	Yes	2	2303	H1N1	08/06/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/NHRC0004/2009(H1N1)	
PB1	CY068936	Yes	2	2303	H1N1	07/31/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/NHRC0005/2009(H1N1)	
PB1	CY068992	Yes	2	2303	H1N1	09/04/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/NHRC0013/2009(H1N1)	
PB1	CY069000	Yes	2	2303	H1N1	09/20/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/NHRC0014/2009(H1N1)	
PB1	CY069080	Yes	2	2303	H1N1	09/26/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/NHRC0024/2009(H1N1)	
PB1	CY083230	Yes	2	2274	H1N1	08/12/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/WRAIR1510P/2009	
PB1	CY093333	Yes	2	2317	H3N2	02/01/2009	IRD:Human	Guam	-N/A-	-N/A-	A/Guam/WRAIR1557P/2009(H3N2)	
PB1	CY121066	No	2	2316	H3N2	2009	IRD:Human	China	-N/A-	-N/A-	A/Guangdong-Luohu/1256/2009	
PB1	EU620766	No	2	2274	H3N2	2005	IRD:Human	China	-N/A-	-N/A-	A/Guangdong/07/2005(H3N2)	
PB1	EU620774	No	2	2274	H3N2	2005	IRD:Human	China	-N/A-	-N/A-	A/Guangdong/09/2005(H3N2)	
PB1	GQ221692	Yes	2	2274	H1N1	05/17/2009	IRD:Human	China	-N/A-	-N/A-	A/Guangdong/1/2009(H1N1)	
PB1	CY098583	Yes	2	2297	H5N1	11/23/2005	IRD:Human	China	-N/A-	-N/A-	A/Guangxi/1/2005	
PB1	HM172369	Yes	2	2274	H5N1	2005	IRD:Human	China	-N/A-	-N/A-	A/Guangxi/1/2005(H5N1)	
PB1	CY098693	No	2	2297	H5N1	02/12/2008	IRD:Human	China	-N/A-	-N/A-	A/Guangxi/1/2008	
PB1	CY098742	No	2	2295	H5N1	01/19/2009	IRD:Human	China	-N/A-	-N/A-	A/Guangxi/1/2009	
PB1	HM014330	Yes	2	2342	H1N1	08/10/2009	IRD:Human	China	-N/A-	-N/A-	A/Guangzhou/GIRD07/2009(H1N1)	
PB1	CY113323	Yes	2	2314	H3N2	1985	IRD:Human	United Kingdom	-N/A-	-N/A-	A/Guildford/V728/1985	
PB1	CY032275	No	2	2302	H2N2	1957	IRD:Human	China	-N/A-	-N/A-	A/Guiyang/1/1957(H2N2)	
PB1	CY098735	No	2	2297	H5N1	01/15/2009	IRD:Human	China	-N/A-	-N/A-	A/Guizhou/1/2009	
PB1	CY043407	Yes	2	2311	H1N1	01/05/2008	IRD:Human	Japan	-N/A-	07-08	A/Gunma/07G002/2008(H1N1)	
PB1	CY043415	Yes	2	2322	H1N1	01/28/2008	IRD:Human	Japan	-N/A-	07-08	A/Gunma/07G006/2008(H1N1)	
PB1	AB704428	Yes	2	2274	H1N1	11/16/2009	IRD:Human	Japan	-N/A-	09-10	A/Gunma/263/2009	
PB1	AB704436	Yes	2	2274	H1N1	11/25/2009	IRD:Human	Japan	-N/A-	09-10	A/Gunma/267/2009	
PB1	AB704444	Yes	2	2274	H1N1	11/25/2009	IRD:Human	Japan	-N/A-	09-10	A/Gunma/287/2009	
PB1	EF674973	No	2	1237	H3N2	2004	IRD:Human	Germany	-N/A-	-N/A-	A/Hamburg/1/04(H3N2)	
PB1	CY105196	Yes	2	2314	H3N2	2001	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/1766/2001	
PB1	CY103978	Yes	2	2314	H1N1	2001	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/2017/2001	
PB1	CY104692	Yes	2	2314	H1N1	2001	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/2143/2001(H1N1)	
PB1	CY103994	Yes	2	2314	H1N1	2001	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/2476/2001	
PB1	CY104082	Yes	2	2312	H3N2	2003	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/ARI189/2003(H3N2)	
PB1	CY104322	Yes	2	2311	H3N2	03/22/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/BM061/2007	
PB1	CY105492	Yes	2	2314	H3N2	09/12/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/BM238/2007(H3N2)	
PB1	CY105212	Yes	2	2312	H3N2	06/16/2003	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/BM766/2003(H3N2)	
PB1	CY105236	Yes	2	2314	H1N1	2003	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/BM862/2003	
PB1	CY105508	Yes	2	2311	H3N2	07/26/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/BT251/2007	
PB1	CY104338	Yes	2	2312	H3N2	08/03/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/BT262/2007(H3N2)	
PB1	CY105516	Yes	2	2312	H3N2	07/25/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/GS0737/2007	
PB1	CY104042	Yes	2	2314	H1N1	12/17/2003	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/HN1004/2003	
PB1	CY105260	Yes	2	2314	H3N2	08/14/2003	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/HN695/2003(H3N2)	
PB1	CY104828	Yes	2	2314	H1N1	04/08/2005	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/ISBM31/2005(H1N1)	
PB1	CY105124	Yes	2	2314	H1N1	07/24/2008	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/N229/2008(H1N1)	
PB1	CY104426	Yes	2	2312	H3N2	01/04/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q011/2007(H3N2)	
PB1	CY104434	Yes	2	2311	H3N2	01/15/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q039/2007(H3N2)	
PB1	CY105668	Yes	2	2312	H3N2	02/05/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q099/2007(H3N2)	
PB1	CY104450	Yes	2	2303	H3N2	02/12/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q118/2007(H3N2)	
PB1	CY105676	Yes	2	2311	H3N2	03/06/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q148/2007(H3N2)	
PB1	CY104458	Yes	2	2311	H3N2	03/12/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q163/2007(H3N2)	
PB1	CY105692	Yes	2	2311	H3N2	03/30/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q220/2007	
PB1	CY105700	Yes	2	2315	H3N2	06/29/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q464/2007	
PB1	CY105708	Yes	2	2312	H3N2	07/10/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q492/2007	
PB1	CY104290	Yes	2	2314	H1N1	08/09/2006	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q580/2006(H1N1)	
PB1	CY105740	Yes	2	2299	H3N2	08/29/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q638/2007	
PB1	CY105820	Yes	2	2314	H3N2	12/05/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/Q924/2007(H3N2)	
PB1	CY105140	Yes	2	2314	H1N1	06/27/2008	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/TX200/2008(H1N1)	
PB1	CY105156	Yes	2	2314	H1N1	07/16/2008	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/TX233/2008(H1N1)	
PB1	CY104546*	Yes	2	2311	H3N2	08/06/2007	IRD:Human	Viet Nam	-N/A-	-N/A-	A/HaNoi/TX327/2007(H3N2)	
PB1	CY129836	Yes	2	2317	H1N1	01/05/2011	IRD:Human	United Kingdom	-N/A-	10-11	A/Headington/INS590/2011	
PB1	CY129844	Yes	2	2317	H1N1	01/10/2011	IRD:Human	United Kingdom	-N/A-	10-11	A/Headington/INS593/2011	
PB1	JQ173162	Yes	2	2303	H1N1	11/25/2009	IRD:Human	Finland	-N/A-	09-10	A/Helsinki/P18/2009	
PB1	CY077879	No	2	2333	H1N1	1948	IRD:Human	USA	Unknown	-N/A-	A/Hemsbury/1948	
PB1	CY020451	Yes	2	2288	H1N1	1936	IRD:Human	-N/A-	-N/A-	-N/A-	A/Henry/1936(H1N1)	
PB1	EF674974	No	2	1328	H3N2	2004	IRD:Human	Germany	-N/A-	-N/A-	A/Hessen/16/04(H3N2)	
PB1	CY013277	Yes	2	2298	H1N1	1940	IRD:Human	USA	Unknown	-N/A-	A/Hickox/1940	
PB1	GU136031	Yes	2	2274	H1N1	06/17/2009	IRD:Human	Japan	-N/A-	08-09	A/Hiroshima/201/2009(H1N1)	
PB1	GU136033	Yes	2	2274	H1N1	06/30/2009	IRD:Human	Japan	-N/A-	08-09	A/Hiroshima/216/2009(H1N1)	
PB1	GU136034	No	2	2274	H1N1	07/03/2009	IRD:Human	Japan	-N/A-	08-09	A/Hiroshima/220/2009(H1N1)	
PB1	AY576392	No	2	2299	H5N1	2003	IRD:Human	Hong Kong	-N/A-	-N/A-	A/HK/212/03(H5N1)	
PB1	CY043423	Yes	2	2314	H1N1	12/12/2007	IRD:Human	Japan	-N/A-	07-08	A/Hokkaido/07H007/2007(H1N1)	
PB1	CY033994	Yes	2	2284	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1-1-MA-12D/1968	
PB1	CY044275	No	2	2283	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1-1-MA-20/1968	
PB1	CY033567	Yes	2	2299	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1-12-MA21-1/1968	
PB1	CY033575	Yes	2	2301	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1-12-MA21-2/1968	
PB1	CY080505	Yes	2	2324	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1-2-MA21-3/1968(H3N2)	
PB1	CY044283	Yes	2	2284	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1-5-MA21-3/1968	
PB1	CY112715	Yes	2	2311	H3N2	06/01/1994	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1/1994	
PB1	AF348172	Yes	2	2341	H3N2	1968	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1/68(H3N2)	
PB1	CY006058	Yes	2	2337	H3N2	1982	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1/82(H3N2)	
PB1	AJ404634	Yes	2	2328	H9N2	1999	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1073/99	
PB1	GU053184	No	2	2314	H9N2	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1074/1997(H9N2)	
PB1	AJ404635	Yes	2	2328	H9N2	1999	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/1074/99	
PB1	CY009298	Yes	2	2313	H1N1	1977	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/117/77(H1N1)	
PB1	CY003502	Yes	2	2329	H3N2	1974	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/14/74(H3N2)	
PB1	AJ404633	Yes	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/156/97	
PB1	AF046094	Yes	2	2280	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/156/97(H5N1)	
PB1	AF036362	Yes	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/156/97(H5N1)	
PB1	CY003518	Yes	2	2337	H3N2	1988	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/2/88(H3N2)	
PB1	CY114243	Yes	2	2311	H3N2	02/24/1996	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/20/1996	
PB1	CY003526	Yes	2	2337	H3N2	1985	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/24/85(H3N2)	
PB1	CY112851	Yes	2	2312	H3N2	06/20/1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/280/1997	
PB1	CY006305	Yes	2	2329	H3N2	1969	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/3/69(H3N2)	
PB1	CY112771	Yes	2	2311	H3N2	03/01/1995	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/32/1995	
PB1	CY055154	No	2	2157	H9N2	12/22/2008	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/3239/2008(H9N2)	
PB1	CY009010	Yes	2	2329	H3N2	1973	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/33/73(H3N2)	
PB1	CY055138	No	2	2157	H9N2	10/29/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/33982/2009(H9N2)	
PB1	CY055146	No	2	2157	H9N2	12/04/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/35820/2009(H9N2)	
PB1	GU052095	No	2	2316	H5N1	2001	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/378.1/2001(H5N1)	
PB1	CY112779	Yes	2	2302	H3N2	08/01/1995	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/38/1995	
PB1	GU931815*	Yes	2	2274	H1N1	04/30/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/415742/2009(H1N1)	
PB1	AF258526	No	2	2341	H1N1	1998	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/427/98(H1N1)	
PB1	CY003734	Yes	2	2311	H3N2	1975	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/43/75(H3N2)	
PB1	CY003494	Yes	2	2337	H3N2	1980	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/46/80(H3N2)	
PB1	AF258527	No	2	2341	H1N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/470/97(H1N1)	
PB1	AF115292	Yes	2	2277	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/481/97(H5N1)	
PB1	AF258819	Yes	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/482/97(H5N1)	
PB1	AF084264	Yes	2	2277	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/482/97(H5N1)	
PB1	AF258820	Yes	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/483/97(H5N1)	
PB1	AF084265	Yes	2	2277	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/483/97(H5N1)	
PB1	GU052148	Yes	2	2316	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/485/1997(H5N1)	
PB1	AF084266	No	2	2277	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/485/97(H5N1)	
PB1	AF115293	No	2	2277	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/486/97(H5N1)	
PB1	AF258821	No	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/486/97(H5N1)	
PB1	CY006913	Yes	2	2337	H3N2	1974	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/49/74(H3N2)	
PB1	AF258822	No	2	2341	H3N2	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/497/97(H3N2)	
PB1	AF258823	No	2	2341	H3N2	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/498/97(H3N2)	
PB1	CY006313	No	2	2318	H3N2	1972	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/50/72(H3N2)	
PB1	AF258824	No	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/532/97(H5N1)	
PB1	AF258825	No	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/538/97(H5N1)	
PB1	AF258826	No	2	2341	H5N1	1997	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/542/97(H5N1)	
PB1	CY112731	Yes	2	2311	H3N2	07/26/1994	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/55/1994	
PB1	CY003558	Yes	2	2337	H3N2	1972	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/6/72(H3N2)	
PB1	CY003510	Yes	2	2337	H3N2	1985	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/6/85(H3N2)	
PB1	CY003542	Yes	2	2337	H3N2	1985	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/7/85(H3N2)	
PB1	CY003550	Yes	2	2337	H3N2	1987	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/7/87(H3N2)	
PB1	CY111641	Yes	2	2317	H1N1	07/02/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-667-V10/2009	
PB1	CY120074*	Yes	2	2317	H1N1	07/13/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-693-V20/2009	
PB1	CY106678	Yes	2	2316	H3N2	07/17/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-703-V10/2009	
PB1	CY111761	Yes	2	2317	H1N1	07/13/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-704-V10/2009	
PB1	CY106710	Yes	2	2316	H3N2	07/18/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-720-V10/2009	
PB1	CY111833	Yes	2	2317	H1N1	07/21/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-722-V20/2009(H1N1)	
PB1	CY106758	Yes	2	2316	H3N2	07/20/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-725-V10/2009	
PB1	CY106790	Yes	2	2309	H3N2	07/22/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-733-V10/2009	
PB1	CY111841	Yes	2	2317	H1N1	07/24/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-738-V10/2009	
PB1	CY111945	Yes	2	2317	H1N1	07/30/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-757-V10/2009	
PB1	CY106942	Yes	2	2316	H3N2	07/31/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-763-V10/2009	
PB1	CY120419	Yes	2	2317	H1N1	08/05/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-772-V10/2009	
PB1	CY120098	Yes	2	2317	H1N1	08/08/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-779-V20/2009	
PB1	CY106990	Yes	2	2309	H3N2	08/06/2009	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/H090-781-V10/2009	
PB1	CY100138	No	2	2271	H3N2	05/10/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU100/2005	
PB1	CY100154	No	2	2271	H3N2	05/16/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU102/2005	
PB1	CY100162	No	2	2271	H3N2	05/20/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU104/2005	
PB1	CY038589	Yes	2	2299	H3N2	03/25/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU11/2004(H3N2)	
PB1	CY100202	No	2	2271	H3N2	06/15/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU110/2005	
PB1	CY100210	No	2	2271	H3N2	06/25/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU111/2005	
PB1	CY100218	No	2	2271	H3N2	02/04/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU114/2004	
PB1	CY100226	No	2	2271	H3N2	02/21/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU115/2004	
PB1	CY100250	No	2	2271	H3N2	04/12/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU118/2004	
PB1	CY038597	Yes	2	2302	H3N2	03/29/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU12/2004(H3N2)	
PB1	CY038989	Yes	2	2299	H3N2	04/16/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU14/2004	
PB1	CY038997	Yes	2	2294	H3N2	04/23/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU15/2004	
PB1	CY038605	No	2	2283	H3N2	04/29/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU16/2004(H3N2)	
PB1	CY039005	No	2	2274	H3N2	05/03/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU17/2004	
PB1	CY038629	Yes	2	2280	H3N2	06/29/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU22/2004(H3N2)	
PB1	CY039021	Yes	2	2291	H3N2	07/02/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU23/2004(H3N2)	
PB1	CY039173	Yes	2	2294	H3N2	07/05/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU24/2004	
PB1	CY038941	Yes	2	2294	H3N2	02/19/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU3/2004	
PB1	CY039501	Yes	2	2286	H3N2	08/02/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU32/2004(H3N2)	
PB1	CY040320	Yes	2	2292	H3N2	09/23/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU38/2004(H3N2)	
PB1	CY038677	Yes	2	2277	H3N2	10/18/2004	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU39/2004(H3N2)	
PB1	CY038685	Yes	2	2283	H3N2	01/06/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU42/2005(H3N2)	
PB1	CY039069	Yes	2	2306	H3N2	03/19/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU47/2005	
PB1	CY039509	Yes	2	2274	H3N2	04/11/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU50/2005(H3N2)	
PB1	CY039517	No	2	2274	H3N2	05/01/2005	IRD:Human	Hong Kong	-N/A-	-N/A-	A/Hong Kong/HKU56/2005(H3N2)	
